new-id;id;term;conc term ;definition;isSuperType;max-expressiveness;altLabel1;altLabel2;altLabel3;altLabel4;altLabel5;source;sourceCited;link;notes;parent-class-name;grandparent-class-name;grand-grandparent-class-name;parent-class-id;grandparent-class-id;grand-grandparent-class-id
t257;t118;data element dictionary;t118 data element dictionary;A data element dictionary is an information resource that lists and defines all relevant data elements;0;8;element set;;;;;OECD;ISO/IEC 11179, Part 1;https://stats.oecd.org/glossary/detail.asp?ID=3002;;data model (format) ;model ;;t257;t250;
t257;t103;data model;t103 data model;graphical and/or lexical representation of data, specifying their properties, structure and inter-relationships;0;11;;;;;;ISO_IEC_11179-1_2004;;http://standards.iso.org/ittf/PubliclyAvailableStandards/c035343_ISO_IEC_11179-1_2004(E).zip;;data model (format) ;model ;;t257;t250;
t277;t97;data model;t97 data model;Terms, definitions, naming conventions, representations and one or more representations of the data elements as well as the beginning of specification of the relationships between data elements including abstractions and containers.;0;11;;;;;;wikipedia;;https://en.wikipedia.org/wiki/Semantic_spectrum;;internal structure ; data model (format) ;model ;t277;t257;t250
t85;t85;dataset;t85 dataset;"The equivalent of a dataset in the library world is a collection of library records. Library records consist of statements about things, where each statement consists of an element (""attribute"" or ""relationship"") of the entity, and a ""value"" for that element. The elements that are used are usually selected from a set of standard elements, such as MARC21 or Dublin Core (DC). The values for the elements are either taken from value vocabularies such as the Library of Congress Subject Headings (LCSH), or are free text values. Similar concepts to ""dataset"" include ""collection"" or ""metadata record set""";;;;;;;;w3c;;https://www.w3.org/2005/Incubator/lld/XGR-lld-vocabdataset-20111025;;data model (format) ;model ;;t257;t250;
t262;t59;dictionary;t59 dictionary;Dictionaries: alphabetical lists of terms and their definitions that provide variant senses for each term, where applicable.;0;2;;;;;;;Zeng 2008;https://www.researchgate.net/publication/297530633_Knowledge_organization_systems_KOS;;dictionary ;term list ;;t262;t252;
t260;t64;directories;t64 directories;: lists of names and their associated contact information.;0;2;;;;;;;Zeng 2008;https://www.researchgate.net/publication/297530633_Knowledge_organization_systems_KOS;;NAL ;term list ;;t260;t252;
t37;t37;element;t37 element;A discrete unit of data or metadata. An element may contain subelements that are called qualifiers in Dublin Core.;0;8;;;;;;Dublin Core;;http://www.dublincore.org/documents/2001/04/12/usageguide/glossary/;;data model (format) ;model ;;t257;t250;
t273;t8;element set;t8 element set;DCMES/ Dublin core element set;0;8;properties; elements; metadata element set;;;dublin core;NISO TR-06-2017;https://github.com/dcmi/repository/blob/master/mediawiki_wiki/User_Guide.md;;metadata model ; data model (format) ;model ;t273;t257;t250
t273;t84;element set ;t84 element set ;"A metadata element set defines classes and attributes used to describe entities of interest. In Linked Data terminology, such element sets are generally made concrete through RDF Schemas or OWL Web Ontology Language ontologies, the term ""RDF vocabulary"" often being used as an umbrella for these. Usually a metadata element set does not describe bibliographic entities, rather it provides elements to be used by others to describe such entities.";0;8;metadata element sets;;;;;w3c;;https://www.w3.org/2005/Incubator/lld/XGR-lld-vocabdataset-20111025;;metadata model ; data model (format) ;model ;t273;t257;t250
t275;t38;encoding scheme;t38 encoding scheme;A scheme that aids in the interpretation of an element value. These schemes include controlled vocabularies and formal notations or parsing rules. A value expressed using an encoding scheme will thus be a token selected from a controlled vocabulary (e.g., a term from a classification system or set of subject headings) or a string formatted in accordance with a formal notation.;1;8;;;;;;Dublin Core;;http://www.dublincore.org/documents/2001/04/12/usageguide/glossary/;;format / combination rules ; data model (format) ;model ;t275;t257;t250
t276;t209;enumerative classification;t209 enumerative classification;A classification system in which each subject is developed to the point of indivisibility and a notation assigned for every subdivision (example: Library of Congress Classification). ;0;5;;;;;;odlis;;https://www.abc-clio.com/ODLIS/odlis_c.aspx;;enumerative classification ; classification (broad) ;classification ;t276;t261;t253
t278;t9;exchange format;t9 exchange format;Exchange formatA machine-readable format for representing information, which is intended to facilitate exchange of the information between applications.;;8;;;;;;ISO 25964;NISO TR-06-2017;https://www.niso.org/schemas/iso25964;;interface ; data model (format) ;model ;t278;t257;t250
t279;t79;faceted classification;t79 faceted classification;The term faceted classification has (you saw this coming, right?) been used to mean many different things. It was originally proposed by S.R. Ranganathan in the 1930s[Ranganathan], and works by identifying a number of facets into which the terms are divided. The facets can be thought of as different axes along which documents can be classified, and each facet contains a number of terms. How the terms within each facet are described varies, though in general a thesaurus-like structure is used, and usually a term is only allowed to belong to a single facet [Svenonius]. In faceted classification the idea is to classify documents by picking one term from each facet to describe the document along all the different axes.;0;5;;;;;;;Garshol 2004;https://web.archive.org/web/20081017174807/http://www.ontopia.net/topicmaps/materials/tm-vs-thesauri.html;;faceted classification ; classification (broad) ;classification ;t279;t261;t253
t279;t203;faceted controlled vocabularies;t203 faceted controlled vocabularies;Faceted controlled vocabularies are generally mutually exclusive concept bins that capture an essential characteristic about a resource.;0;5;;;;;;dlese;;http://www.dlese.org/Metadata/vocabularies/term_expln.php;;faceted classification ; classification (broad) ;classification ;t279;t261;t253
t262;t131;feature concept dictionary ;t131 feature concept dictionary ;–The common feature concept dictionary contains terms and definitions required for specifying thematic spatial object types and it is main role is in particular to support the harmonisation effort and to identify conflicts between the specifications of the spatial object types in the different themes;0;2;;;;;;inspire metadata;;;;dictionary ;term list ;;t262;t252;
t217;t198;flat term list;t198 flat term list;A flat term list controlled vocabulary is a list of terms with no ordering implied. Good vocabularies include definitions and attribution if necessary. Each term is easily differentiated from each other term (no overlap). Terms are on the same scale, that is one term won't encompass other terms.;1;2;;;;;;dlese;;http://www.dlese.org/Metadata/vocabularies/term_expln.php;;flat term list ;term list ;;t266;t252;
t197;t197;folksonomy;t197 folksonomy;Folksonomy is a neologism referring to an assemblage of concepts represented by terms and names (called tags) that are compiled through social tagging. Social tagging is the decentralized practice and method by which individuals and groups create, manage, and share tags (terms, names, etc.) to annotate and categorize digital resources in an online social environment. This method is also referred to as social classification, social indexing, mob indexing, and folk categorization;0;4;social classification; social indexing; mob indexing; folk categorisation; social tagging;Harpring 2017;;;;conceptual model ;model ;;t258;t250;
t98;t92;formal taxonomy ;t92 formal taxonomy ;a formal list of concepts, denoted by controlled words or phrases, arranged from abstract to specific, related by subtype-supertype relations or by superset-subset relations.;0;10;;;;;;wikipedia;;https://en.wikipedia.org/wiki/Comparison_and_contrast_of_classification_schemes_in_linguistics_and_metadata;;logical model ;model ;;t256;t250;
t275;t147;format;t147 format;Format(s) refers to the style or manner of arrangement or procedure used for the presentation of the content and structure of a classification, and may also refer to hard copy or electronic storage, software used, and text font, size and attributes.;0;8;;;;;;UNSD - United Nations Statistics Division;;https://unstats.un.org/unsd/classifications/bestpractices/glossary_short.pdf;;format / combination rules ; data model (format) ;model ;t275;t257;t250
t275;t39;format;t39 format;The Dublin Core element used to designate the physical or digital manifestation of the resource. See also section 4 of the Dublin Core Users Guide.;0;8;;;;;;Dublin Core;;http://www.dublincore.org/documents/2001/04/12/usageguide/glossary/;;format / combination rules ; data model (format) ;model ;t275;t257;t250
t148;t148;framework;t148 framework;A framework is a multi dimensional classification system that seeks to bring in a range of elements. A framework could include a combination of classifications, code lists and/or data items modules, and generally metadata. The term framework can also be used to describe the skeleton of classification from which a detailed classification is developed. Such a framework encompasses the concepts to be embedded in a classification (e.g. product and activity) and provides the structure for the classification.;0;7;;;;;;UNSD - United Nations Statistics Division;;https://unstats.un.org/unsd/classifications/bestpractices/glossary_short.pdf;;thesauri ;classification ;;t265;t253;
t260;t65;gazetteers;t65 gazetteers;geospatial dictionaries of named and typed places.;0;2;;;;;;;Zeng 2008;https://www.researchgate.net/publication/297530633_Knowledge_organization_systems_KOS;;NAL ;term list ;;t260;t252;
t263;t60;glosary;t60 glosary;Glossaries: alphabetical lists of terms, usually with definitions.;0;2;;;;;;;Zeng 2008;https://www.researchgate.net/publication/297530633_Knowledge_organization_systems_KOS;;glossary ;term list ;;t263;t252;
t263;t132;glossary;t132 glossary;–contains general terms and definitions that specify the common terminology used in the INSPIRE Directive and in the INSPIRE Implementing Rules documents. The glossary supports the use of a consistent language in different documents when referring to the terms.;0;2;;;;;;inspire metadata;;;;glossary ;term list ;;t263;t252;
t263;t40;glossary;t40 glossary;An alphabetized list of terms with definitions often created by an organization to reflect its needs. Normally lacks hierarchical arrangement or cross references. Also known as a term list.;0;2;;;;;;Dublin Core;;http://www.dublincore.org/documents/2001/04/12/usageguide/glossary/;;glossary ;term list ;;t263;t252;
t263;t94;glossary;t94 glossary;A simple list of terms and their definitions. A glossary focuses on creating a complete list of the terminology of domain-specific terms and acronyms. It is useful for creating clear and unambiguous definitions for terms and because it can be created with simple word processing tools, few technical tools are necessary.;0;3;;;;;;wikipedia;;https://en.wikipedia.org/wiki/Semantic_spectrum;;glossary ;term list ;;t263;t252;
t264;t165;heading list type;t165 heading list type;Headings List Types The Headings List Types reflect the various controlled vocabularies and thesauri that appear in Library of Congress authorities. This information is derived from several authoritative lists or thesauri whose short titles appear in the far right column of the Headings List display;0;4;;;;;;LOC;;http://id.loc.gov/;;subject list ;term list ;;t264;t252;
t271;t199;hierarchal term list;t199 hierarchal term list;A hierarchal term list controlled vocabulary is a list of terms that are grouped to imply a certain order or method of organization. There are parent and child relationships between terms. Terms within each group are differentiated from each other and all child terms across group are generally on the same scale. Again, good vocabularies include definitions and attribution if necessary.;0;6;;;;;;dlese;;http://www.dlese.org/Metadata/vocabularies/term_expln.php;;taxonomy ; classification (broad) ;classification ;t271;t261;t253
t208;t208;hierarchical classification;t208 hierarchical classification;A classification system in which the classes are subdivided on the principle of logical subordination, from the most general subjects to the most specific. Hierarchical classification can be broad or close.;0;6;analytic classification;;;;;odlis;;https://www.abc-clio.com/ODLIS/odlis_c.aspx;;classification (broad) ;classification ;;t261;t253;
t274;t157;hierarchical code list;t157 hierarchical code list;Codelist described in the section on structural definitions supports a simple hierarchy of Codes, and restricts any child Code to having just one parent Code. Whilst this structure is useful for supporting the needs of the DataStructureDefinition and the MetadataStructureDefinition, it may not sufficient for supporting the more complex associations between codes that are often found in coding schemes such as a classification scheme. Often, the Codelist used in a DataStructureDefinition is derived from a more complex coding scheme.;0;6;code list;;;;;unce - sdmx ;;https://statswiki.unece.org/display/ClickSDMX/Hierarchical+Code+List;;alphanumeric classification ; classification (broad) ;classification ;t274;t261;t253
t274;t177;hierarchical code list;t177 hierarchical code list;This supports the specification of code hierarchies. The codes themselves are referenced from the code lists in which they are maintained. The Hierarchical Code List thus specifies the organisation of the codes in one or more hierarchies, but does not define the codes themselves. ;0;6;;;;;;sdmx ;;https://sdmx.org/wp-content/uploads/SDMX_2-1_SECTION_1_Framework.pdf;;alphanumeric classification ; classification (broad) ;classification ;t274;t261;t253
t271;t149;hierarchy;t149 hierarchy;Refers to the classification structure where a classification is arranged in levels of detail from the broadest to the most detailed level. Each level of the classification is defined in terms of the categories at the next lower level of the classification.;0;6;;;;;;UNSD - United Nations Statistics Division;;https://unstats.un.org/unsd/classifications/bestpractices/glossary_short.pdf;;taxonomy ; classification (broad) ;classification ;t271;t261;t253
t211;t211;hierarchy ;t211 hierarchy ;The arrangement of classes in a classification system, from the most general to the most specific. In a classification schedule, hierarchy is usually indicated by length of notation and depth of indention, as in the following example from Dewey Decimal Classification;0;6;;;;;;odlis;;https://www.abc-clio.com/ODLIS/odlis_c.aspx;;classification (broad) ;classification ;;t261;t253;
t41;t41;information resource;t41 information resource;"Any entity, electronic or otherwise, capable of conveying or supporting intelligence or knowledge; e.g. a book, a letter, a picture, a sculpture, a database, a person.";1;;;;;;;Dublin Core;;http://www.dublincore.org/documents/2001/04/12/usageguide/glossary/;;logical model ;model ;;t256;t250;
t10;t10;knowledge organization systems (kos);t10 knowledge organization systems (kos);Knowledge Organization Systems (KOS) is a generic term used in knowledge organization about authority files, classification schemes, thesauri, topic maps, ontologies etc.;1;14;;;;;;wikipedia;;https://en.wikipedia.org/wiki/Knowledge_organization_system;;controlled resource ;;;t251;;
t163;t163;linked data service;t163 linked data service;The Linked Data Service provides access to commonly found standards and vocabularies promulgated by the Library of Congress. This includes data values and the controlled vocabularies that house them.;;;metadata registry;;;;;LOC;;http://id.loc.gov/;;data model (format) ;model ;;t257;t250;
t11;t11;linked open data;t11 linked open data;Linked Open Data (LOD) is Linked Data which is released under an open license, which does not impede its reuse for free.;;;;;;;;wikipedia;NISO TR-06-2017;https://en.wikipedia.org/wiki/Linked_data#Linked_open_data;;data model (format) ;model ;;t257;t250;
t256;t123;logical model;t123 logical model;"logical model: model that describes what information is part of a defined context and how it is logically linked; includes core and applucation model";1;11;;;;;;Danish gov digital data strategy 2016-2020;;https://arkitektur.digst.dk/sites/default/files/rules_for_concept_and_data_modelling_-_in_english.pdf;;logical model ;model ;;t256;t250;
t256;t126;logical model in rdf;t126 logical model in rdf;logical model in RDF: logical model based on the RDF description framework:;0;11;;;;;;Danish gov digital data strategy 2016-2020;;https://arkitektur.digst.dk/sites/default/files/rules_for_concept_and_data_modelling_-_in_english.pdf;;logical model ;model ;;t256;t250;
t254;t108;mapping;t108 mapping;Mappings are relationships between a concept in one vocabulary and one or more concepts in another [vocabulary] by the definition which makes reference to ISO. We should take this into consideration in the editorial content.;0;3;;;;;;Timea's email;;;;mapping ;;;t254;;
t254;t12;mapping;t12 mapping;Product of mapping process. Relationship between a concept in one vocabulary and one or more concepts in another. NOTE 1: A mapping generally has a direction. NOTE 2: Exceptionally, a mapping may involve a combination of two or more target vocabularies, where one or more of them act(s) as qualifier to the other.;0;3;alignment;;;;;ISO 25964-2:2013;NISO TR-06-2017;https://www.iso.org/standard/53658.html;;mapping ;;;t254;;
t254;t254;mapping ;;;1;;;;;;;;;;;;;;t251;;
t42;t13;metadata;t13 metadata;"Data that identify attributes of a document; typically used to support functions such as location, discovery, documentation, evaluation, and/or selection. NOTE: Preferred terms or notations selected during the indexing process are commonly applied as metadata values.";1;7;;;;;;ISO 25964-2:2013;NISO TR-06-2017;https://www.iso.org/standard/53658.html;;metadata model ; data model (format) ;model ;t273;t257;t250
t42;t42;metadata;t42 metadata;"In general, ""data about data;"" functionally, ""structured data about data."" Information about an information resource. In the case of Dublin Core, information that expresses the intellectual content, intellectual property and/or instantiation characteristics of an information resource. See Section 1.1 of this guide.";1;;;;;;;Dublin Core;;http://www.dublincore.org/documents/2001/04/12/usageguide/glossary/;;metadata model ; data model (format) ;model ;t273;t257;t250
t273;t136;metadata code list;t136 metadata code list;…;0;2;;;;;;;;;;metadata model ; data model (format) ;model ;t273;t257;t250
t138;t138;metadata element ;t138 metadata element ;‘metadata element’ means a discrete unit of metadata, in accordance with EN ISO 19115;0;8;;;;;;;COMMISSION REGULATION (EC) No 1205/2008;https://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2008:326:0012:0030:EN:PDF;;metadata model ; data model (format) ;model ;t273;t257;t250
t273;t21;metadata element sets;t21 metadata element sets;"interest. In Linked Data terminology, such element sets are generally made concrete through RDF Schemas or OWL Web Ontology Language67 ontologies, the term ""RDF vocabulary"" often being used as an umbrella for these. Usually a metadata element set does not describe bibliographic entities, rather it provides elements to be used by others to describe such entities.";0;8;;;;;;w3c;NISO TR-06-2017;https://www.w3.org/2005/Incubator/lld/XGR-lld-vocabdataset-20111025/#Metadata_Element_Sets;;metadata model ; data model (format) ;model ;t273;t257;t250
t255;t43;metadata registry;t43 metadata registry;A publicly accessible system that records the semantics, structure and interchange formats of any type of metadata. A formal authority, or agency, maintains and manages the development and evolution of a metadata registry. The authority is responsible for policies pertaining to registry contents and operation.;1;;;;;;;Dublin Core;;http://www.dublincore.org/documents/2001/04/12/usageguide/glossary/;;registry ;;;t255;;
t273;t174;metadata set;t174 metadata set;"A reference metadata set is a set of information pertaining to an object within the formal SDMX view of statistical exchange: they may describe the maintainers of data or structural definitions; they may describe  the schedule on which data is released; they may describe the flow of a single type of data over time; they may describe the quality of data, etc. In SDMX,  the creators of reference metadata may take whatever concepts they are concerned with, or obliged to report, and provide a reference metadata set containing that information.";0;8;;;;;;sdmx ;;https://sdmx.org/wp-content/uploads/SDMX_2-1_SECTION_1_Framework.pdf;;metadata model ; data model (format) ;model ;t273;t257;t250
t277;t175;metadata structure definition;t175 metadata structure definition; A reference metadata set also has a set of structural metadata which describes how it is organized. This metadata set identifies what reference metadata concepts are being reported, how these concepts relate to each other (typically as hierarchies), what their presentational structure is, how they may be represented (as free text, as coded values, etc.), and with which formal SDMX object types they are associated.;0;10;;;;;;sdmx ;;https://sdmx.org/wp-content/uploads/SDMX_2-1_SECTION_1_Framework.pdf;;internal structure ; data model (format) ;model ;t277;t257;t250
t252;t62;metadata-like models;t62 metadata-like models;authority files, directories, gazetters;1;5;;;;;;;Zeng 2008;https://www.researchgate.net/publication/297530633_Knowledge_organization_systems_KOS;;term list ;;;t252;;
t256;t218;model;t218 model;A model is a formalised expression of a theory or the causal situation which is regarded as having generated observed data. In statistical analysis the model is generally expressed in symbols, that is to say in a mathematical form, but diagrammatic models are also found. The word has recently become very popular and possibly somewhat over-worked.;1;11;;;;;;OECD;;https://stats.oecd.org/glossary/search.asp;;logical model ;model ;;t256;t250;
t250;t250;model ;;;1;;;;;;;;;;;;;;t251;;
t260;t160;name authority file;t160 name authority file;"The Library of Congress Name Authority File (NAF) file provides authoritative data for names of persons, organizations, events, places, and titles. Its purpose is the identification of these entities and, through the use of such controlled vocabulary, to provide uniform access to bibliographic resources. Names descriptions also provide access to a controlled form of name through references from unused forms, e.g. a search under: Snodgrass, Quintus Curtius, 1835-1910 will lead users to the authoritative name for Mark Twain, which is, ""Twain, Mark, 1835-1910."" Names may also be used as subjects in bibliographic descriptions, so they may be combined with controlled values from subject heading schemes, such as LCSH.";0;2;name authority list; ;;;;LOC;;http://id.loc.gov/authorities/names.html;;NAL ;term list ;;t260;t252;
t260;t14;name authority list;t14 name authority list;Controlled vocabulary for use in naming particular entities consistently. NOTE: The entities in question are unique individuals, such as Benjamin Disraeli, Kilimanjaro, or the Bayeux Tapestry, rather than classes such as politicians, mountains, or embroideries. A name authority list may also be known as a name authority file. A name authority list is sometimes referred to simply as an authority list.;0;1;;;;;;ISO 25964-2:2013;NISO TR-06-2017;https://www.iso.org/standard/53658.html;;NAL ;term list ;;t260;t252;
t260;t106;named authority list;t106 named authority list;"lists of propoer names; Name authority list, name authority file, authority list are identified as lists of proper names, not classes so this term would cover only a minority of our authority tables. (Yes, I know that we use named instead of name but we are practically the only one to do so; this term version is not a big step in the direction of harmonisation and/or unequivocal understanding.)";0;2;name authority list; name authority file; authority list ;;;Timea's email;;;;NAL ;term list ;;t260;t252;
t260;t89;named authority list;t89 named authority list;The NALs are harmonised codes and multilingual labels used to facilitate data exchange. ;0;1;;;;;;joinup;;https://joinup.ec.europa.eu/news/reusable-named-authority-list;;NAL ;term list ;;t260;t252;
t150;t150;nomemclature;t150 nomemclature;Systematic naming of things or a system of names or terms for things. In classifications, nomenclature involves a systematic naming of categories or items.;0;4;classification;;;;;UNSD - United Nations Statistics Division;;https://unstats.un.org/unsd/classifications/bestpractices/glossary_short.pdf;;classification (broad) ;classification ;;t261;t253;
t99;t74;ontologies;t74 ontologies; specific concept models representing complex relationships between objects, including the rules and axioms that are missing in semantic networks.;0;14;;;;;;;Zeng 2008;https://www.researchgate.net/publication/297530633_Knowledge_organization_systems_KOS;;logical model ;model ;;t256;t250;
t99;t15;ontology;t15 ontology;In computer science and information science, an ontology is a formal naming and definition of the types, properties, and interrelationships of the entities that really or fundamentally exist for a particular domain of discourse. It is thus a practical application of philosophical ontology, with a taxonomy.;;14;;;;;;wikipedia;NISO TR-06-2017;https://www.iso.org/standard/53658.html;;logical model ;model ;;t256;t250;
t99;t196;ontology;t196 ontology;In common usage in computer science, an ontology is a formal, machine-readable specification of a conceptual model in which concepts, properties, relationships, functions, constraints, and axioms are all explicitly defined. Such an ontology is not a controlled vocabulary, but it uses one or more controlled vocabularies for a defined domain and expresses the vocabulary in a representative language that has a grammar for using vocabulary terms to express something meaningful.;0;14;;;;;;Harpring 2016;;;;logical model ;model ;;t256;t250;
t99;t205;ontology;t205 ontology;Ontologies describe concepts and relationships in programmatic ways and enable arbitrary relationships. Because ontologies describe concepts and relationships, they are somewhat like thesauri but different because there are often no preferred terms and the concepts and relationships are described in machine readable ways.;;14;;;;;;dlese;;http://www.dlese.org/Metadata/vocabularies/term_expln.php;;logical model ;model ;;t256;t250;
t99;t32;ontology;t32 ontology;a common ontology defines the vocabulary with which queries and assertions are exchanged among agents” based on “ontological commitments to use the shared vocabulary in a coherent and consistent manner.;0;14;;;;;;gruber;Gruber’s (1993/1993a) classic definition;;;logical model ;model ;;t256;t250;
t99;t80;ontology;t80 ontology;a model for describing the world that consists of a set of types, properties, and relationship types;0;14;;;;;;;Garshol 2004;https://web.archive.org/web/20081017174807/http://www.ontopia.net/topicmaps/materials/tm-vs-thesauri.html;;logical model ;model ;;t256;t250;
t99;t99;ontology;t99 ontology;A complete, machine-readable specification of a conceptualization using URIs (and then IRIs) for all data elements, properties and relationship types. The W3C standard language for representing ontologies is the Web Ontology Language (OWL). Ontologies frequently contain formal business rules formed in discrete logic statements that relate data elements to each another.;0;14;;;;;;wikipedia;;https://en.wikipedia.org/wiki/Semantic_spectrum;;logical model ;model ;;t256;t250;
t171;t171;organisation scheme;t171 organisation scheme;Organisations and organisation structure can be  defined in an Organisation Scheme. Specific Organisation Schemes exist for Maintenance Agency, Data Provider, Data Consumer, and Organisation Unit. ;0;6;organigram;;;;;sdmx ;;https://sdmx.org/wp-content/uploads/SDMX_2-1_SECTION_1_Framework.pdf;;data model (format) ;model ;;t257;t250;
t16;t16;properties;t16 properties;"Elements are the ""core"" attributes of resources, used for the uniform structured resource description. Properties like dc:title, dc:creator, etc. are defined in the Dublin Core Metadata Element Set (DCMES), which is the Set of the fifteen generic elements created in the 1990s. And properties like dcterms:title, dcterms:alternative, etc. are defined as DCMI Metadata Terms - also known as subproperties or refinements of the DCMES. In record based metadata systems properties are usually called metadata fields.";0;8;elements; element set;;;;Dublin Core;NISO TR-06-2017;https://github.com/dcmi/repository/blob/master/mediawiki_wiki/User_Guide.md;;data model (format) ;model ;;t257;t250;
t44;t44;property;t44 property;A property is a specific aspect, characteristic, attribute, or relation used to describe a resource. Dublin Core metadata elements are propertieshttp://dublincore.org/documents/2002/04/14/dc-xml-guidelines/;0;8;;;;;;Dublin Core;;http://www.dublincore.org/documents/2001/04/12/usageguide/glossary/;;data model (format) ;model ;;t257;t250;
t45;t45;record;t45 record;A record is some structured metadata about a resource, comprising one or more properties and their associated values.http://dublincore.org/documents/2002/04/14/dc-xml-guidelines/;0;3;;;;;;Dublin Core;;http://www.dublincore.org/documents/2001/04/12/usageguide/glossary/;;data model (format) ;model ;;t257;t250;
t251;t109;reference asset;t109 reference asset;…;1;;;;;;;from Inventory of controlled vocabularies;;;;controlled resource ;;;t251;;
t253;t151;reference classification;t151 reference classification;"Are those economic and social classifications that are a product of international agreements approved by the United Nations Statistical Commission or another competent inter-government board; Are those economic and social classifications that are a product of international agreements approved by the United Nations Statistical Commission or another competent inter-government board, such as that of the International Labour Organisation (ILO), the International Monetary Fund (IMF), the United Nations Educational, Scientific and Cultural Organisation (UNESCO), World Health Organisation (WHO), or the World Customs Organisation (WCO) depending upon the subject matter area. Thus reference classifications have achieved broad acceptance and official agreement and are approved and recommended as guidelines for the preparation of classifications. They may be used as models for the development or revision of other classifications, both with respect to the structure and with respect to the character and definition of the categories.";0;6;;;;;;UNSD - United Nations Statistics Division;;https://unstats.un.org/unsd/classifications/bestpractices/glossary_short.pdf;;classification ;;;t253;;
t251;t134;reference document register;t134 reference document register;…;0;2;;;;;;inspire metadata;;;;controlled resource ;;;t251;;
t259;t137;register;t137 register;‘register’ means a set of files containing identifiers assigned to items with descriptions of the associated items, in accordance with EN ISO 19135;0;2;;;;;;;COMMISSION REGULATION (EU) No 1089/2010;;;code list ;term list ;;t259;t252;
t255;t46;registry;t46 registry;A system to provide management of metadata elements. Metadata registries are formal systems that provide authoritative information about the semantics and structure of data elements. Each element will include the definition of the element, the qualifiers associated with it, mappings to multilingual versions and elements in other schema.;1;;;;;;;Dublin Core;;http://www.dublincore.org/documents/2001/04/12/usageguide/glossary/;;registry ;;;t255;;
t255;t255;registry ;;;1;;;;;;;;;;;;;;;;
t47;t47;relation;t47 relation;The Dublin Core element used to designate A reference to a related resource. Recommended best practice is to reference the resource by means of a string or number conforming to a formal identification system. See section 4 of the Dublin Core Users Guide.;0;8;;;;;;Dublin Core;;http://www.dublincore.org/documents/2001/04/12/usageguide/glossary/;;data model (format) ;model ;;t257;t250;
t71;t71;relationship models;t71 relationship models;Thesauri,  Semantic Networks, Ontologies;1;;;;;;;;Zeng 2008;https://www.researchgate.net/publication/297530633_Knowledge_organization_systems_KOS;;conceptual model ;model ;;t258;t250;
t48;t48;resource;t48 resource;"A resource is anything that has identity. Familiar examples include an electronic document, an image, a service (e.g., ""today's weather report for Los Angeles""), and a collection of other resources. Not all resources are network ""retrievable""; e.g., human beings, corporations, and bound books in a library can also be considered resources. http://dublincore.org/documents/2002/04/14/dc-xml-guidelines/";1;;;;;;;Dublin Core;;http://www.dublincore.org/documents/2001/04/12/usageguide/glossary/;;controlled resource ;;;t251;;
t49;t49;resource description framework (rdf);t49 resource description framework (rdf);"The basic language for writing metadata; a foundation which provides a robust flexible architecture for processing metadata on the Internet. RDF will retain the capability to exchange metadata between application communities, while allowing each community to define and use the metadata that best serves their needs. For more information see http://www.w3.org/RDF/";0;14;;;;;;Dublin Core;;http://www.dublincore.org/documents/2001/04/12/usageguide/glossary/;;logical model ;model ;;t256;t250;
t263;t18;schedule;t18 schedule;Terms, notations, captions, cross-references and scope notes set out to exhibit the content and structure of a structured vocabulary.;0;5;;;;;;ISO 25964-2:2013;NISO TR-06-2017;https://www.iso.org/standard/53658.html;;glossary ;term list ;;t263;t252;
t275;t50;scheme;t50 scheme;A scheme, or schema, is a systematic, orderly combination of elements. A set of rules for encoding information that supports a specific community of users.;1;8;;;;;;Dublin Core;;http://www.dublincore.org/documents/2001/04/12/usageguide/glossary/;;format / combination rules ; data model (format) ;model ;t275;t257;t250
t265;t19;search thesaurus;t19 search thesaurus;Vocabulary intended to assist searching even though it has not been used to index the documents being searched. NOTE: Search thesauri are designed to facilitate choice of terms and/or expansion of search expressions to include terms for broader, narrower or related concepts, as well as synonyms.;0;6;thesaurus;;;;;ISO 25964-2:2013;NISO TR-06-2017;https://www.iso.org/standard/53658.html;;thesauri ;classification ;;t265;t253;
t73;t73;semantic networks;t73 semantic networks; sets of terms representing concepts, modeled as the nodes in a network of variable relationship types. ;0;12;;;;;;;Zeng 2008;https://www.researchgate.net/publication/297530633_Knowledge_organization_systems_KOS;;logical model ;model ;;t256;t250;
t93;t93;semantic spectrum;t93 semantic spectrum;The semantic spectrum (sometimes referred to as the ontology spectrum or the smart data continuum or semantic precision) is a series of increasingly precise or rather semantically expressive definitions for data elements in knowledge representations, especially for machine use.;;;;;;;;wikipedia;;https://en.wikipedia.org/wiki/Semantic_spectrum;;logical model ;model ;;t256;t250;
t253;t152;standard classification;t152 standard classification;Are those that follow prescribed rules and are generally recommended and accepted. They aim to ensure that information is classified consistently regardless of the collection, source, point of time etc.;0;6;;;;;;UNSD - United Nations Statistics Division;;https://unstats.un.org/unsd/classifications/bestpractices/glossary_short.pdf;;classification ;;;t253;;
t270;t153;statistical classification;t153 statistical classification;Refers to a classification constructed for the collection and presentation of numerical facts systematically collected (i.e. statistics). The usefulness of a statistical classification is enhanced if based on or representing a standard classification.;0;5;;;;;;UNSD - United Nations Statistics Division;;https://unstats.un.org/unsd/classifications/bestpractices/glossary_short.pdf;;statistical classification ; classification (broad) ;classification ;t270;t261;t253
